n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,corrAns,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,7.99197006226,,,,,,,,,2017_May_09_1706,60.0524597675,connectNodes,001,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.520101070404,,,,,,,2017_May_09_1706,60.0524597675,connectNodes,001,,
blue,red,green,d,blue,a,b,LOC21,c,LOC9,red,LOC22,LOC23,LOC24,LOC19,LOC14,0,0,0,0,,,,,,,,,,"['a', 'a', 'a', 'a']","[1.204639196395874, 1.3708791732788086, 1.519874095916748, 1.8376781940460205]",1,0,0,0,2017_May_09_1706,60.0524597675,connectNodes,001,,
yellow,green,blue,d,red,a,b,LOC21,c,LOC3,red,LOC16,LOC11,LOC12,LOC13,LOC8,0,1,1,1,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.18703007698059082, 0.3374919891357422, 0.670867919921875, 0.9840970039367676]",1,0,0,0,2017_May_09_1706,60.0524597675,connectNodes,001,,
red,blue,yellow,d,red,a,b,LOC22,c,LOC10,blue,LOC17,LOC12,LOC7,LOC8,LOC9,0,2,2,2,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.2868378162384033, 0.6044669151306152, 0.9840168952941895, 1.4542620182037354]",1,0,0,0,2017_May_09_1706,60.0524597675,connectNodes,001,,
yellow,yellow,green,d,green,a,b,LOC16,c,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,0,3,3,3,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.36736512184143066, 0.7705860137939453, 1.204322099685669, 1.6205570697784424]",1,0,0,0,2017_May_09_1706,60.0524597675,connectNodes,001,,
