n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,corrAns,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,6.66810798645,,,,,,,,,2017_May_09_1809,60.0142226547,connectNodes,001,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.437045812607,,,,,,,2017_May_09_1809,60.0142226547,connectNodes,001,,
blue,red,green,d,blue,a,b,LOC21,c,LOC9,red,LOC22,LOC23,LOC24,LOC19,LOC14,0,0,0,0,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.8874809741973877, 1.1206300258636475, 1.320605993270874, 1.6711640357971191]",1,0,0,0,2017_May_09_1809,60.0142226547,connectNodes,001,,
yellow,green,blue,d,red,a,b,LOC21,c,LOC3,red,LOC16,LOC11,LOC12,LOC13,LOC8,0,1,1,1,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.22072696685791016, 0.504112958908081, 0.8710179328918457, 1.2040059566497803]",1,0,0,0,2017_May_09_1809,60.0142226547,connectNodes,001,,
red,blue,yellow,d,red,a,b,LOC22,c,LOC10,blue,LOC17,LOC12,LOC7,LOC8,LOC9,0,2,2,2,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.2705521583557129, 0.5843570232391357, 0.9048671722412109, 1.2844359874725342]",1,0,0,0,2017_May_09_1809,60.0142226547,connectNodes,001,,
yellow,yellow,green,d,green,a,b,LOC16,c,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,0,3,3,3,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.33431100845336914, 0.5342741012573242, 0.871506929397583, 1.2216501235961914]",1,0,0,0,2017_May_09_1809,60.0142226547,connectNodes,001,,
