n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_res2.keys,key_res2.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,space,0.626592874527,,,,,,,2017_May_08_1640,59.9775779623,connectNodes,001,,
blue,red,green,d,blue,a,b,LOC21,c,LOC9,red,LOC22,LOC23,LOC24,LOC19,LOC14,0,0,0,0,,,"['a', 'a', 'a', 'a']","[2.8880579471588135, 3.104564905166626, 3.5210487842559814, 3.9045848846435547]",1,0,0,0,2017_May_08_1640,59.9775779623,connectNodes,001,,
yellow,green,blue,d,red,a,b,LOC21,c,LOC3,red,LOC16,LOC11,LOC12,LOC13,LOC8,0,1,1,1,,,"['a', 'a', 'a', 'a']","[1.4208800792694092, 1.6542470455169678, 2.0541539192199707, 2.420943021774292]",1,0,0,0,2017_May_08_1640,59.9775779623,connectNodes,001,,
