trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,key_res2.keys,key_res2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,space,5.31804394722,2017_May_08_1717,60.0269343115,connectNodes,001,,
