n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,resp3.keys,resp3.corr,resp3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,6.36245393753,,,,,,,,,,,,2017_May_09_1906,59.9894160824,connectNodes,001,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.10459709167,,,,,,,,,,2017_May_09_1906,59.9894160824,connectNodes,001,,
blue,red,green,d,blue,a,b,LOC21,c,LOC9,red,LOC22,LOC23,LOC24,LOC19,LOC14,,0,0,0,0,,,,,,,,,"['a', 'a', 'a', 'a']","[1.1546759605407715, 1.3666388988494873, 1.5547800064086914, 1.751560926437378]",1,0,0,0,,,,2017_May_09_1906,59.9894160824,connectNodes,001,,
yellow,green,blue,d,red,a,b,LOC21,c,LOC3,red,LOC16,LOC11,LOC12,LOC13,LOC8,,0,1,1,1,,,,,,,,,"['a', 'a', 'a', 'a']","[0.3005959987640381, 0.4836139678955078, 0.7380990982055664, 1.0039570331573486]",1,0,0,0,,,,2017_May_09_1906,59.9894160824,connectNodes,001,,
red,blue,yellow,d,red,a,b,LOC22,c,LOC10,blue,LOC17,LOC12,LOC7,LOC8,LOC9,,0,2,2,2,,,,,,,,,"['a', 'a', 'a', 'a']","[0.20453906059265137, 0.4337611198425293, 0.687309980392456, 0.9872829914093018]",1,0,0,0,,,,2017_May_09_1906,59.9894160824,connectNodes,001,,
yellow,yellow,green,d,green,a,b,LOC16,c,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,,0,3,3,3,,,,,,,,,"['a', 'a', 'a', 'a']","[0.35449790954589844, 0.5549659729003906, 0.7374899387359619, 1.1842060089111328]",1,0,0,0,,,,2017_May_09_1906,59.9894160824,connectNodes,001,,
yellow,yellow,green,,green,,,LOC16,,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,y,,,,,0,0,0,0,,,,,,,,,,,n,0,11.605492115,2017_May_09_1906,59.9894160824,connectNodes,001,,
yellow,yellow,red,,blue,,,LOC16,,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,n,,,,,0,1,1,1,,,,,,,,,,,y,0,0.750767946243,2017_May_09_1906,59.9894160824,connectNodes,001,,
yellow,yellow,green,,green,,,LOC16,,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,y,,,,,1,0,2,0,,,,,,,,,,,y,1,4.8542330265,2017_May_09_1906,59.9894160824,connectNodes,001,,
