n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,resp3.keys,resp3.corr,resp3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,6.98401117325,,,,,,,,,,,,2017_May_09_1903,59.9840111436,connectNodes,001,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.287693023682,,,,,,,,,,2017_May_09_1903,59.9840111436,connectNodes,001,,
blue,red,green,d,blue,a,b,LOC21,c,LOC9,red,LOC22,LOC23,LOC24,LOC19,LOC14,,0,0,0,0,,,,,,,,,"['a', 'a', 'a', 'a']","[0.9212360382080078, 1.117387056350708, 1.3041431903839111, 1.4876692295074463]",1,0,0,0,,,,2017_May_09_1903,59.9840111436,connectNodes,001,,
yellow,green,blue,d,red,a,b,LOC21,c,LOC3,red,LOC16,LOC11,LOC12,LOC13,LOC8,,0,1,1,1,,,,,,,,,"['a', 'a', 'a', 'a']","[0.2006211280822754, 0.38740992546081543, 0.6007170677185059, 0.8379590511322021]",1,0,0,0,,,,2017_May_09_1903,59.9840111436,connectNodes,001,,
red,blue,yellow,d,red,a,b,LOC22,c,LOC10,blue,LOC17,LOC12,LOC7,LOC8,LOC9,,0,2,2,2,,,,,,,,,"['a', 'a', 'a', 'a']","[0.17075300216674805, 0.35417699813842773, 0.5873579978942871, 0.8376028537750244]",1,0,0,0,,,,2017_May_09_1903,59.9840111436,connectNodes,001,,
yellow,yellow,green,d,green,a,b,LOC16,c,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,,0,3,3,3,,,,,,,,,"['a', 'a', 'a', 'a']","[0.20409393310546875, 0.42096710205078125, 0.634235143661499, 1.053821086883545]",1,0,0,0,,,,2017_May_09_1903,59.9840111436,connectNodes,001,,
yellow,yellow,green,,green,,,LOC16,,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,y,,,,,0,0,0,0,,,,,,,,,,,y,1,1.87196803093,2017_May_09_1903,59.9840111436,connectNodes,001,,
yellow,yellow,red,,blue,,,LOC16,,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,n,,,,,0,1,1,1,,,,,,,,,,,n,1,2.13417387009,2017_May_09_1903,59.9840111436,connectNodes,001,,
