n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,corrAns,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,resp3.keys,resp3.corr,resp3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,8.35191488266,,,,,,,,,,,,2017_May_09_1941,60.093328462,connectNodes,001,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.30436706543,,,,,,,,,,2017_May_09_1941,60.093328462,connectNodes,001,,
blue,red,green,d,blue,a,b,LOC21,c,LOC9,red,LOC22,LOC23,LOC24,LOC19,LOC14,0,0,0,0,,,,,,,,,,"['a', 'a', 'a', 'a']","[1.0032811164855957, 1.234084129333496, 1.466987133026123, 1.6836919784545898]",1,0,0,0,,,,2017_May_09_1941,60.093328462,connectNodes,001,,
yellow,green,blue,d,red,a,b,LOC21,c,LOC3,red,LOC16,LOC11,LOC12,LOC13,LOC8,0,1,1,1,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.20288801193237305, 0.40280985832214355, 0.58685302734375, 0.8028249740600586]",1,0,0,0,,,,2017_May_09_1941,60.093328462,connectNodes,001,,
red,blue,yellow,d,red,a,b,LOC22,c,LOC10,blue,LOC17,LOC12,LOC7,LOC8,LOC9,0,2,2,2,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.20336604118347168, 0.41980791091918945, 0.6503159999847412, 0.9036688804626465]",1,0,0,0,,,,2017_May_09_1941,60.093328462,connectNodes,001,,
yellow,yellow,green,d,green,a,b,LOC16,c,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,0,3,3,3,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.3041861057281494, 0.5200281143188477, 0.9866409301757812, 1.32008695602417]",1,0,0,0,,,,2017_May_09_1941,60.093328462,connectNodes,001,,
