n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,corrAns,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,5.53389596939,,,,,,,,,2017_May_09_1819,60.0251303026,connectNodes,001,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.320278167725,,,,,,,2017_May_09_1819,60.0251303026,connectNodes,001,,
blue,red,green,d,blue,a,b,LOC21,c,LOC9,red,LOC22,LOC23,LOC24,LOC19,LOC14,0,0,0,0,,,,,,,,,,"['a', 'a', 'a', 'a']","[2.220693826675415, 2.4870989322662354, 2.7344799041748047, 3.004359006881714]",1,0,0,0,2017_May_09_1819,60.0251303026,connectNodes,001,,
yellow,green,blue,d,red,a,b,LOC21,c,LOC3,red,LOC16,LOC11,LOC12,LOC13,LOC8,0,1,1,1,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.23706984519958496, 0.45082902908325195, 0.7338268756866455, 0.9868860244750977]",1,0,0,0,2017_May_09_1819,60.0251303026,connectNodes,001,,
red,blue,yellow,d,red,a,b,LOC22,c,LOC10,blue,LOC17,LOC12,LOC7,LOC8,LOC9,0,2,2,2,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.2201831340789795, 0.5034120082855225, 0.7845571041107178, 1.0707361698150635]",1,0,0,0,2017_May_09_1819,60.0251303026,connectNodes,001,,
yellow,yellow,green,d,green,a,b,LOC16,c,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,0,3,3,3,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.25096917152404785, 0.520867109298706, 0.8053641319274902, 1.0675652027130127]",1,0,0,0,2017_May_09_1819,60.0251303026,connectNodes,001,,
