n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,corrAns,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,7.91156697273,,,,,,,,,2017_May_09_1735,60.043776958,connectNodes,001,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.837514162064,,,,,,,2017_May_09_1735,60.043776958,connectNodes,001,,
blue,red,green,d,blue,a,b,LOC21,c,LOC9,red,LOC22,LOC23,LOC24,LOC19,LOC14,0,0,0,0,,,,,,,,,,"['a', 'a', 'a', 'a']","[1.0509729385375977, 1.2041559219360352, 1.3379108905792236, 1.4876720905303955]",1,0,0,0,2017_May_09_1735,60.043776958,connectNodes,001,,
yellow,green,blue,d,red,a,b,LOC21,c,LOC3,red,LOC16,LOC11,LOC12,LOC13,LOC8,0,1,1,1,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.20391416549682617, 0.3539280891418457, 0.5043430328369141, 0.7505691051483154]",1,0,0,0,2017_May_09_1735,60.043776958,connectNodes,001,,
red,blue,yellow,d,red,a,b,LOC22,c,LOC10,blue,LOC17,LOC12,LOC7,LOC8,LOC9,0,2,2,2,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.2338860034942627, 0.4005470275878906, 0.7839610576629639, 1.1838529109954834]",1,0,0,0,2017_May_09_1735,60.043776958,connectNodes,001,,
yellow,yellow,green,d,green,a,b,LOC16,c,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,0,3,3,3,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.25397801399230957, 0.6172502040863037, 1.0216090679168701, 1.5373291969299316]",1,0,0,0,2017_May_09_1735,60.043776958,connectNodes,001,,
