n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_res2.keys,key_res2.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,space,1.20618200302,,,,,,,2017_May_08_1552,59.9355817788,connectNodes,001,,
red,blue,red,d,red,a,b,LOC11,c,LOC20,blue,LOC6,LOC1,LOC2,LOC3,LOC4,0,0,0,1,,,"['a', 'a', 'a', 'a']","[16.83959698677063, 17.235651969909668, 17.589055061340332, 17.972151041030884]",1,0,0,0,2017_May_08_1552,59.9355817788,connectNodes,001,,
green,yellow,blue,d,green,a,b,LOC16,c,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,0,1,1,2,,,"['a', 'a', 'a', 'a']","[5.68817400932312, 6.321355819702148, 6.654616832733154, 7.289407014846802]",1,0,0,0,2017_May_08_1552,59.9355817788,connectNodes,001,,
blue,yellow,blue,d,red,a,b,LOC5,c,LOC17,yellow,LOC10,LOC15,LOC14,LOC13,LOC12,0,2,2,0,,,"['a', 'a', 'a', 'a']","[2.2878429889678955, 2.7385659217834473, 3.0009708404541016, 3.3546788692474365]",1,0,0,0,2017_May_08_1552,59.9355817788,connectNodes,001,,
