trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,r4,n1col,n2col,n4col,r2,rs,r3,n3col,re,n1,n2,n3,n4,r1,key_res2.keys,key_res2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,space,1.01210212708,2017_May_08_1319,59.8806471324,connectNodes,001,,
