r4,n1col,n2col,n4col,r2,rs,r3,n3col,re,n1,n2,n3,n4,r1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_res2.keys,key_res2.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,space,1.16784596443,,,,,,,2017_May_08_1257,59.8651775201,connectNodes,001,,
d,red,blue,yellow,b,LOC5,c,blue,LOC12,LOC10,LOC15,LOC14,LOC13,a,0,0,0,0,,,"['a', 'a', 'a', 'a']","[12.05526614189148, 12.388254165649414, 12.73828911781311, 13.084990978240967]",1,0,0,0,2017_May_08_1257,59.8651775201,connectNodes,001,,
d,red,red,blue,b,LOC11,c,red,LOC20,LOC12,LOC13,LOC18,LOC19,a,0,1,1,1,,,"['a', 'a', 'a', 'a']","[0.4206700325012207, 0.7336440086364746, 1.0206260681152344, 1.370452880859375]",1,0,0,0,2017_May_08_1257,59.8651775201,connectNodes,001,,
d,green,green,yellow,b,LOC21,c,blue,LOC8,LOC22,LOC23,LOC18,LOC13,a,0,2,2,2,,,"['a', 'a', 'a', 'a']","[0.3540520668029785, 0.666837215423584, 0.9872260093688965, 1.3205351829528809]",1,0,0,0,2017_May_08_1257,59.8651775201,connectNodes,001,,
