n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_res2.keys,key_res2.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,space,1.04426383972,,,,,,,2017_May_08_1624,59.8970656278,connectNodes,001,,
green,yellow,blue,d,green,a,b,LOC22,c,LOC10,blue,LOC17,LOC12,LOC7,LOC8,LOC9,0,0,0,2,,,"['a', 'a', 'a', 'a']","[8.354988098144531, 8.655097961425781, 8.921816110610962, 9.33837604522705]",1,0,0,0,2017_May_08_1624,59.8970656278,connectNodes,001,,
red,blue,red,d,red,a,b,LOC21,c,LOC4,blue,LOC16,LOC12,LOC13,LOC14,LOC9,0,1,1,1,,,"['a', 'a', 'a', 'a']","[30.97493290901184, 31.30727791786194, 31.60739493370056, 31.92433190345764]",1,0,0,0,2017_May_08_1624,59.8970656278,connectNodes,001,,
