n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,resp3.keys,resp3.corr,resp3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,6.97405409813,,,,,,,,,,,,2017_May_09_1828,59.9696027338,connectNodes,001,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.386860847473,,,,,,,,,,2017_May_09_1828,59.9696027338,connectNodes,001,,
blue,red,green,d,blue,a,b,LOC21,c,LOC9,red,LOC22,LOC23,LOC24,LOC19,LOC14,,0,0,0,0,,,,,,,,,"['a', 'a', 'a', 'a']","[1.1672182083129883, 1.386559009552002, 1.5367231369018555, 1.7198200225830078]",1,0,0,0,,,,2017_May_09_1828,59.9696027338,connectNodes,001,,
yellow,green,blue,d,red,a,b,LOC21,c,LOC3,red,LOC16,LOC11,LOC12,LOC13,LOC8,,0,1,1,1,,,,,,,,,"['a', 'a', 'a', 'a']","[0.2538321018218994, 0.4040241241455078, 0.5540990829467773, 0.8371860980987549]",1,0,0,0,,,,2017_May_09_1828,59.9696027338,connectNodes,001,,
red,blue,yellow,d,red,a,b,LOC22,c,LOC10,blue,LOC17,LOC12,LOC7,LOC8,LOC9,,0,2,2,2,,,,,,,,,"['a', 'a', 'a', 'a']","[0.20074892044067383, 0.3697810173034668, 0.5872399806976318, 0.9343259334564209]",1,0,0,0,,,,2017_May_09_1828,59.9696027338,connectNodes,001,,
yellow,yellow,green,d,green,a,b,LOC16,c,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,,0,3,3,3,,,,,,,,,"['a', 'a', 'a', 'a']","[0.2545280456542969, 0.4038889408111572, 0.717540979385376, 1.05134916305542]",1,0,0,0,,,,2017_May_09_1828,59.9696027338,connectNodes,001,,
yellow,yellow,red,,blue,,,LOC16,,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,n,,,,,0,0,0,1,,,,,,,,,,,y,0,2.53825306892,2017_May_09_1828,59.9696027338,connectNodes,001,,
yellow,yellow,green,,green,,,LOC16,,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,y,,,,,0,1,1,0,,,,,,,,,,,y,1,1.92118811607,2017_May_09_1828,59.9696027338,connectNodes,001,,
