n2col,n4col,n3col,corrAns,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,9.20925712585,,,,,,,,,,,,2017_May_09_1632,60.0096718164,connectNodes,001,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.550184011459,,,,,,,,,,2017_May_09_1632,60.0096718164,connectNodes,001,,
blue,red,green,a,d,blue,a,b,LOC21,c,LOC9,red,LOC22,LOC23,LOC24,LOC19,LOC14,0,0,0,0,,,,,,,,,"['a', 'a', 'a', 'a']","[10.737900018692017, 11.071388959884644, 11.371807098388672, 11.718525886535645]",1,0,0,0,,,,2017_May_09_1632,60.0096718164,connectNodes,001,,
yellow,green,blue,b,d,red,a,b,LOC21,c,LOC3,red,LOC16,LOC11,LOC12,LOC13,LOC8,0,1,1,1,,,,,,,,,"['a', 'a', 'a', 'a']","[0.20380806922912598, 0.5007941722869873, 0.8674900531768799, 1.253864049911499]",1,0,0,0,,,,2017_May_09_1632,60.0096718164,connectNodes,001,,
red,blue,yellow,c,d,red,a,b,LOC22,c,LOC10,blue,LOC17,LOC12,LOC7,LOC8,LOC9,0,2,2,2,,,,,,,,,"['a', 'a', 'a', 'a']","[0.2542879581451416, 0.6037421226501465, 1.1173501014709473, 1.4537270069122314]",1,0,0,0,,,,2017_May_09_1632,60.0096718164,connectNodes,001,,
yellow,yellow,green,d,d,green,a,b,LOC16,c,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,0,3,3,3,,,,,,,,,"['a', 'a', 'a', 'a']","[0.6203920841217041, 0.9007871150970459, 1.2341549396514893, 1.8341889381408691]",1,0,0,0,,,,2017_May_09_1632,60.0096718164,connectNodes,001,,
