r4,n1col,n2col,n4col,r2,rs,r3,n3col,re,n1,n2,n3,n4,r1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_res2.keys,key_res2.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,space,1.28518104553,,,,,,,2017_May_08_1301,59.681182723,connectNodes,001,,
d,red,blue,yellow,b,LOC5,c,blue,LOC12,LOC10,LOC15,LOC14,LOC13,a,0,0,0,0,,,"['a', 'a', 'a', 'a']","[4.0547778606414795, 5.7046449184417725, 6.488142967224121, 7.038136959075928]",1,0,0,0,2017_May_08_1301,59.681182723,connectNodes,001,,
d,red,red,blue,b,LOC11,c,red,LOC20,LOC12,LOC13,LOC18,LOC19,a,0,1,1,1,,,"['a', 'a', 'a', 'a']","[1.0173449516296387, 1.4707279205322266, 1.7874510288238525, 2.154310941696167]",1,0,0,0,2017_May_08_1301,59.681182723,connectNodes,001,,
d,green,green,yellow,b,LOC21,c,blue,LOC8,LOC22,LOC23,LOC18,LOC13,a,0,2,2,2,,,"['a', 'a', 'a', 'a']","[0.9006290435791016, 1.2708618640899658, 1.554198980331421, 1.9004218578338623]",1,0,0,0,2017_May_08_1301,59.681182723,connectNodes,001,,
