trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,key_res2.keys,key_res2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,space,0.784474849701,2017_May_08_1724,60.0009155413,connectNodes,001,,
