n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,corrAns,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,resp3.keys,resp3.corr,resp3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,7.2247569561,,,,,,,,,,,,2017_May_09_1925,59.9451757207,connectNodes,001,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.687336921692,,,,,,,,,,2017_May_09_1925,59.9451757207,connectNodes,001,,
blue,red,green,d,blue,a,b,LOC21,c,LOC9,red,LOC22,LOC23,LOC24,LOC19,LOC14,0,0,0,0,,,,,,,,,,"['a', 'a', 'a', 'a']","[1.13755202293396, 1.337651014328003, 1.537632942199707, 1.737637996673584]",1,0,0,0,,,,2017_May_09_1925,59.9451757207,connectNodes,001,,
yellow,green,blue,d,red,a,b,LOC21,c,LOC3,red,LOC16,LOC11,LOC12,LOC13,LOC8,0,1,1,1,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.23790788650512695, 0.47063493728637695, 0.6541900634765625, 0.9671399593353271]",1,0,0,0,,,,2017_May_09_1925,59.9451757207,connectNodes,001,,
red,blue,yellow,d,red,a,b,LOC22,c,LOC10,blue,LOC17,LOC12,LOC7,LOC8,LOC9,0,2,2,2,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.2165699005126953, 0.40409302711486816, 0.7705729007720947, 1.0501959323883057]",1,0,0,0,,,,2017_May_09_1925,59.9451757207,connectNodes,001,,
yellow,yellow,green,d,green,a,b,LOC16,c,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,0,3,3,3,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.25415706634521484, 0.4539010524749756, 0.6704709529876709, 1.0210731029510498]",1,0,0,0,,,,2017_May_09_1925,59.9451757207,connectNodes,001,,
