trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,r4,n1col,n2col,n4col,r2,rs,r3,n3col,re,n1,n2,n3,n4,r1,key_res2.keys,key_res2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,space,0.893639802933,2017_May_08_1259,60.1127928925,connectNodes,001,,
