n2col,n4col,n3col,corrAns,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,6.70174789429,,,,,,,,,,,,2017_May_09_1600,60.0521158461,connectNodes,001,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.487007141113,,,,,,,,,,2017_May_09_1600,60.0521158461,connectNodes,001,,
blue,red,green,a,d,blue,a,b,LOC21,c,LOC9,red,LOC22,LOC23,LOC24,LOC19,LOC14,0,0,0,0,,,,,,,,,"['a', 'a', 'a', 'a']","[1.404170036315918, 1.7696740627288818, 2.304413080215454, 4.734716892242432]",1,0,0,0,,,,2017_May_09_1600,60.0521158461,connectNodes,001,,
yellow,green,blue,b,d,red,a,b,LOC21,c,LOC3,red,LOC16,LOC11,LOC12,LOC13,LOC8,0,1,1,1,,,,,,,,,"['a', 'a', 'a', 'a']","[0.8721599578857422, 1.2532939910888672, 1.9039959907531738, 2.253164052963257]",1,0,0,0,,,,2017_May_09_1600,60.0521158461,connectNodes,001,,
red,blue,yellow,c,d,red,a,b,LOC22,c,LOC10,blue,LOC17,LOC12,LOC7,LOC8,LOC9,0,2,2,2,,,,,,,,,"['a', 'a', 'a', 'a']","[0.3210442066192627, 0.6369240283966064, 0.9526121616363525, 1.2525889873504639]",1,0,0,0,,,,2017_May_09_1600,60.0521158461,connectNodes,001,,
yellow,yellow,green,d,d,green,a,b,LOC16,c,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,0,3,3,3,,,,,,,,,"['a', 'a', 'a', 'a']","[0.2506229877471924, 0.5384488105773926, 0.8506019115447998, 1.9694490432739258]",1,0,0,0,,,,2017_May_09_1600,60.0521158461,connectNodes,001,,
yellow,yellow,green,y,None,green,None,None,LOC16,None,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,,,,,0,0,0,0,,,,,,,,,,,['y'],0,[10.305190801620483],2017_May_09_1600,60.0521158461,connectNodes,001,,
yellow,yellow,red,n,None,blue,None,None,LOC16,None,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,,,,,0,1,1,1,,,,,,,,,,,['y'],0,[11.939200162887573],2017_May_09_1600,60.0521158461,connectNodes,001,,
