n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,resp3.keys,resp3.corr,resp3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,4.90222382545,,,,,,,,,,,,2017_May_09_1910,60.0481610331,connectNodes,001,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.738108873367,,,,,,,,,,2017_May_09_1910,60.0481610331,connectNodes,001,,
blue,red,green,d,blue,a,b,LOC21,c,LOC9,red,LOC22,LOC23,LOC24,LOC19,LOC14,,0,0,0,0,,,,,,,,,"['a', 'a', 'a', 'a']","[1.0042920112609863, 1.1377358436584473, 1.2709219455718994, 1.4042108058929443]",1,0,0,0,,,,2017_May_09_1910,60.0481610331,connectNodes,001,,
yellow,green,blue,d,red,a,b,LOC21,c,LOC3,red,LOC16,LOC11,LOC12,LOC13,LOC8,,0,1,1,1,,,,,,,,,"['a', 'a', 'a', 'a']","[0.1376509666442871, 0.33398008346557617, 0.4709930419921875, 0.6201579570770264]",1,0,0,0,,,,2017_May_09_1910,60.0481610331,connectNodes,001,,
red,blue,yellow,d,red,a,b,LOC22,c,LOC10,blue,LOC17,LOC12,LOC7,LOC8,LOC9,,0,2,2,2,,,,,,,,,"['a', 'a', 'a', 'a']","[0.2176990509033203, 0.3719601631164551, 0.5385391712188721, 0.8386340141296387]",1,0,0,0,,,,2017_May_09_1910,60.0481610331,connectNodes,001,,
yellow,yellow,green,d,green,a,b,LOC16,c,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,,0,3,3,3,,,,,,,,,"['a', 'a', 'a', 'a']","[0.3218719959259033, 0.48773908615112305, 0.6336820125579834, 1.0540361404418945]",1,0,0,0,,,,2017_May_09_1910,60.0481610331,connectNodes,001,,
yellow,yellow,green,,green,,,LOC16,,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,y,,,,,0,0,0,0,,,,,,,,,,,y,1,1.08734798431,2017_May_09_1910,60.0481610331,connectNodes,001,,
yellow,yellow,red,,blue,,,LOC16,,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,n,,,,,0,1,1,1,,,,,,,,,,,n,1,2.40453505516,2017_May_09_1910,60.0481610331,connectNodes,001,,
