n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,corrAns,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,6.75115013123,,,,,,,,,2017_May_09_1817,60.0041773843,connectNodes,001,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.50380897522,,,,,,,2017_May_09_1817,60.0041773843,connectNodes,001,,
blue,red,green,d,blue,a,b,LOC21,c,LOC9,red,LOC22,LOC23,LOC24,LOC19,LOC14,0,0,0,0,,,,,,,,,,"['a', 'a', 'a', 'a']","[1.0869321823120117, 1.2339329719543457, 1.3674750328063965, 1.5003721714019775]",1,0,0,0,2017_May_09_1817,60.0041773843,connectNodes,001,,
yellow,green,blue,d,red,a,b,LOC21,c,LOC3,red,LOC16,LOC11,LOC12,LOC13,LOC8,0,1,1,1,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.2533249855041504, 0.403209924697876, 0.5198299884796143, 0.7839250564575195]",1,0,0,0,2017_May_09_1817,60.0041773843,connectNodes,001,,
red,blue,yellow,d,red,a,b,LOC22,c,LOC10,blue,LOC17,LOC12,LOC7,LOC8,LOC9,0,2,2,2,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.250507116317749, 0.40317606925964355, 0.5840251445770264, 0.9200332164764404]",1,0,0,0,2017_May_09_1817,60.0041773843,connectNodes,001,,
yellow,yellow,green,d,green,a,b,LOC16,c,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,0,3,3,3,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.16994094848632812, 0.35375499725341797, 0.7210428714752197, 1.0672008991241455]",1,0,0,0,2017_May_09_1817,60.0041773843,connectNodes,001,,
