n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,corrAns,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,space,9.03509783745,,,,,,,,,2017_May_09_1811,60.0280511332,connectNodes,001,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.370476961136,,,,,,,2017_May_09_1811,60.0280511332,connectNodes,001,,
blue,red,green,d,blue,a,b,LOC21,c,LOC9,red,LOC22,LOC23,LOC24,LOC19,LOC14,0,0,0,0,,,,,,,,,,"['a', 'a', 'a', 'a']","[1.103236198425293, 1.3507411479949951, 1.6175901889801025, 1.9036650657653809]",1,0,0,0,2017_May_09_1811,60.0280511332,connectNodes,001,,
yellow,green,blue,d,red,a,b,LOC21,c,LOC3,red,LOC16,LOC11,LOC12,LOC13,LOC8,0,1,1,1,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.2509269714355469, 0.4533979892730713, 0.6875360012054443, 0.9701519012451172]",1,0,0,0,2017_May_09_1811,60.0280511332,connectNodes,001,,
red,blue,yellow,d,red,a,b,LOC22,c,LOC10,blue,LOC17,LOC12,LOC7,LOC8,LOC9,0,2,2,2,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.22062397003173828, 0.5199730396270752, 0.8196699619293213, 1.1009001731872559]",1,0,0,0,2017_May_09_1811,60.0280511332,connectNodes,001,,
yellow,yellow,green,d,green,a,b,LOC16,c,LOC10,blue,LOC17,LOC12,LOC13,LOC8,LOC9,0,3,3,3,,,,,,,,,,"['a', 'a', 'a', 'a']","[0.2533121109008789, 0.5035190582275391, 0.8196041584014893, 1.1532790660858154]",1,0,0,0,2017_May_09_1811,60.0280511332,connectNodes,001,,
