n2col,n4col,n3col,r4,n1col,r1,r2,rs,r3,re,n5col,n1,n2,n3,n4,n5,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_res2.keys,key_res2.rt,resp1.keys,resp1.rt,corrAnsw1,corrAnsw2,corrAnsw3,corrAnsw4,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,space,2.49531698227,,,,,,,2017_May_08_1626,60.0571890862,connectNodes,001,,
blue,yellow,blue,d,red,a,b,LOC21,c,LOC9,yellow,LOC22,LOC23,LOC24,LOC19,LOC14,0,0,0,0,,,"['a', 'a', 'a', 'a']","[6.154617071151733, 6.504776954650879, 7.237821102142334, 8.271554946899414]",1,0,0,0,2017_May_08_1626,60.0571890862,connectNodes,001,,
